year, row, col, elevation, annualDroughtIndex, seasonalDroughtIndex, annualDegreeDaySum, seasonalDegreeDaySum, minimumTemperature, AET, PET, annualPrecipitationSum
470, 2, 2, 740, 0.0398246, 0.0398246, 1576.59, 1429.91, 0.65, 54.1757, 56.0029, 103.31
471, 2, 2, 740, 0.214344, 0.244964, 1740.85, 1633.2, -0.75, 44.8373, 56.2392, 74.97
472, 2, 2, 740, 0.0853352, 0.0853352, 1443.21, 1384.18, -2.55, 47.0946, 52.8333, 84.23
473, 2, 2, 740, 0.153912, 0.1759, 1930.43, 1658.76, 0.55, 52.2961, 59.5578, 111.85
474, 2, 2, 740, 1.09021e-08, 1.17812e-08, 1735.66, 1559.05, -4.35, 57.1928, 57.1928, 164.64
475, 2, 2, 740, 0.754168, 0.997972, 5795.29, 3555.16, 6.32, 8, 102.302, 0
476, 2, 2, 740, 0.121575, 0.121575, 1490.6, 1398.47, -1.65, 49.5293, 54.5044, 140.47
477, 2, 2, 740, 0.274209, 0.274209, 1901.45, 1804.38, -3.45, 45.0881, 58.2329, 119.93
478, 2, 2, 740, 7.79383e-09, 9.8309e-09, 1544.76, 1297.7, -0.45, 56.7202, 56.7202, 143.24
479, 2, 2, 740, 0.262433, 0.262433, 1699.33, 1619.74, 0.25, 40.7354, 55.5704, 84.94
480, 2, 2, 740, 0.0714454, 0.0714454, 1608.15, 1515.15, -2.75, 51.7932, 55.2388, 160.24
481, 2, 2, 740, 0.00911683, 0.00911683, 1472.77, 1332.51, -0.25, 53.2604, 53.6855, 128.84
482, 2, 2, 740, 0.28371, 0.28371, 1485.55, 1419.01, -1.75, 36.3253, 53.7754, 169.2
483, 2, 2, 740, 0.0927724, 0.0782288, 1674.21, 1437.43, -2.05, 53.0179, 56.9214, 89.2
484, 2, 2, 740, 1.72026e-08, 1.72026e-08, 1269.93, 1138.82, -4.15, 52.5014, 52.5014, 148.14
485, 2, 2, 740, 0.0424067, 0.0424067, 1313.89, 1194.49, -1.85, 51.3023, 52.6116, 133.56
486, 2, 2, 740, 1.10829e-08, 1.10829e-08, 1243.55, 1180.3, -9.95, 51.1394, 51.1394, 153.64
487, 2, 2, 740, 1.13202e-08, 1.32069e-08, 1419.54, 1228.23, 0.65, 55.1883, 55.1883, 127.88
488, 2, 2, 740, 6.27288e-09, 6.27288e-09, 1525.61, 1410.37, -1.55, 53.5614, 53.5614, 169.74
489, 2, 2, 740, 0.245371, 0.245371, 1723.81, 1521.23, -0.35, 49.7558, 58.1516, 102.87
490, 2, 2, 740, 9.69213e-09, 9.69213e-09, 1349.2, 1232.51, -0.65, 53.6136, 53.6136, 169.09
491, 2, 2, 740, 1.30511e-08, 1.30511e-08, 1645.56, 1458.11, 0.25, 56.6682, 56.6682, 185.65
492, 2, 2, 740, 0.143276, 0.143276, 1281.48, 1234.84, -2.05, 43.8749, 50.0184, 134.67
493, 2, 2, 740, 0.0232664, 0.0265901, 1425.3, 1322.13, -5.75, 52.12, 53.6931, 146.96
494, 2, 2, 740, 0.154562, 0.154562, 1593.59, 1481.92, 0.55, 47.1937, 55.5826, 112.96
495, 2, 2, 740, 1.23299e-08, 1.23299e-08, 1264.21, 1201.25, -4.25, 51.158, 51.158, 215.76
496, 2, 2, 740, 2.61556e-09, 2.61556e-09, 1464.32, 1369.3, -1.55, 53.3244, 53.3244, 181.47
497, 2, 2, 740, 0.1088, 0.126933, 1506.55, 1385.06, -1.25, 48.5554, 53.9303, 144.89
498, 2, 2, 740, 0.0255162, 0.0255162, 1379.16, 1276.1, -1.15, 51.8195, 53.1401, 175.01
499, 2, 2, 740, 0.159498, 0.159498, 1494.22, 1423.13, -3.05, 47.2887, 53.5637, 150.14
500, 2, 2, 740, 1.05949e-08, 1.23607e-08, 1420.12, 1319.47, -1.95, 51.3552, 51.3552, 203.32
501, 2, 2, 740, 0.200139, 0.200139, 1603.15, 1490.74, -2.15, 46.4571, 55.2711, 98.54
502, 2, 2, 740, 0.130311, 0.130311, 1306.09, 1098.91, 0.75, 51.5708, 54.7462, 112.52
503, 2, 2, 740, 0.0755831, 0.0755831, 1492.47, 1403.82, -1.55, 49.3062, 52.6714, 155.41
504, 2, 2, 740, 0.0336981, 0.0336981, 1288.62, 1129.66, 1.25, 52.3924, 53.6789, 166.03
505, 2, 2, 740, 0.0170897, 0.0170897, 1466.69, 1358.41, 0.45, 53.213, 54.0264, 115.95
506, 2, 2, 740, 0.147545, 0.147545, 1546.18, 1455.59, -0.05, 48.6769, 54.2396, 108.66
507, 2, 2, 740, 7.4992e-09, 7.4992e-09, 1389.93, 1240.15, 0.05, 54.0101, 54.0101, 186.8
508, 2, 2, 740, 1.99021e-08, 1.92795e-08, 1307.69, 1156.63, -0.45, 52.7484, 52.7484, 168.04
509, 2, 2, 740, 0.0216037, 0.0216037, 1415.52, 1324.44, -2.65, 52.0405, 53.0815, 172.44
